ocean_proximity,longitude,latitude
<1H OCEAN,-117.87,33.84
<1H OCEAN,-117.88,33.84
<1H OCEAN,-117.87,33.83
<1H OCEAN,-117.88,33.83
<1H OCEAN,-117.88,33.82
<1H OCEAN,-117.87,33.82
<1H OCEAN,-117.9,33.85
<1H OCEAN,-117.89,33.85
<1H OCEAN,-117.9,33.84
<1H OCEAN,-117.85,33.85
<1H OCEAN,-117.86,33.85
<1H OCEAN,-117.92,33.85
<1H OCEAN,-117.92,33.84
<1H OCEAN,-117.91,33.85
<1H OCEAN,-117.91,33.84
<1H OCEAN,-117.93,33.85
<1H OCEAN,-117.94,33.85
<1H OCEAN,-117.93,33.84
<1H OCEAN,-117.95,33.85
<1H OCEAN,-117.96,33.85
<1H OCEAN,-117.97,33.85
<1H OCEAN,-117.95,33.84
<1H OCEAN,-117.94,33.84
<1H OCEAN,-117.98,33.85
<1H OCEAN,-117.98,33.84
<1H OCEAN,-117.96,33.84
<1H OCEAN,-117.97,33.84
<1H OCEAN,-117.99,33.84
<1H OCEAN,-117.97,33.83
<1H OCEAN,-117.98,33.83
<1H OCEAN,-118,33.82
<1H OCEAN,-118.01,33.82
<1H OCEAN,-118.01,33.83
<1H OCEAN,-118,33.83
<1H OCEAN,-117.99,33.83
<1H OCEAN,-117.99,33.82
<1H OCEAN,-117.98,33.82
<1H OCEAN,-117.97,33.82
<1H OCEAN,-117.96,33.83
<1H OCEAN,-117.94,33.83
<1H OCEAN,-117.95,33.83
<1H OCEAN,-117.94,33.82
<1H OCEAN,-117.95,33.82
<1H OCEAN,-117.93,33.83
<1H OCEAN,-117.92,33.82
<1H OCEAN,-117.93,33.82
<1H OCEAN,-117.92,33.83
<1H OCEAN,-117.91,33.83
<1H OCEAN,-117.9,33.82
<1H OCEAN,-117.91,33.82
<1H OCEAN,-117.91,33.81
<1H OCEAN,-117.93,33.81
<1H OCEAN,-117.92,33.81
<1H OCEAN,-117.93,33.8
<1H OCEAN,-117.92,33.8
<1H OCEAN,-117.9,33.8
<1H OCEAN,-117.94,33.81
<1H OCEAN,-117.94,33.8
<1H OCEAN,-117.96,33.82
<1H OCEAN,-117.96,33.8
<1H OCEAN,-117.96,33.81
<1H OCEAN,-117.95,33.81
<1H OCEAN,-118,33.81
<1H OCEAN,-118.01,33.81
<1H OCEAN,-117.99,33.8
<1H OCEAN,-117.99,33.81
<1H OCEAN,-117.98,33.81
<1H OCEAN,-117.97,33.81
<1H OCEAN,-117.99,33.79
<1H OCEAN,-117.98,33.8
<1H OCEAN,-117.98,33.79
<1H OCEAN,-117.97,33.8
<1H OCEAN,-117.97,33.79
<1H OCEAN,-118,33.79
<1H OCEAN,-117.99,33.78
<1H OCEAN,-117.98,33.78
<1H OCEAN,-117.97,33.78
<1H OCEAN,-117.96,33.79
<1H OCEAN,-117.95,33.79
<1H OCEAN,-117.95,33.78
<1H OCEAN,-117.96,33.78
<1H OCEAN,-117.95,33.8
<1H OCEAN,-117.94,33.79
<1H OCEAN,-117.93,33.78
<1H OCEAN,-117.94,33.78
<1H OCEAN,-117.93,33.79
<1H OCEAN,-117.92,33.79
<1H OCEAN,-117.91,33.79
<1H OCEAN,-117.91,33.78
<1H OCEAN,-117.92,33.77
<1H OCEAN,-117.92,33.78
<1H OCEAN,-117.94,33.77
<1H OCEAN,-117.93,33.77
<1H OCEAN,-117.95,33.77
<1H OCEAN,-117.96,33.77
<1H OCEAN,-117.97,33.77
<1H OCEAN,-117.99,33.77
<1H OCEAN,-117.98,33.77
<1H OCEAN,-117.97,33.76
<1H OCEAN,-117.98,33.76
<1H OCEAN,-117.96,33.76
<1H OCEAN,-117.96,33.75
<1H OCEAN,-117.95,33.76
<1H OCEAN,-117.94,33.76
<1H OCEAN,-117.94,33.75
<1H OCEAN,-117.95,33.75
<1H OCEAN,-117.97,33.75
<1H OCEAN,-117.93,33.76
<1H OCEAN,-117.93,33.75
<1H OCEAN,-117.92,33.75
<1H OCEAN,-117.9,33.77
<1H OCEAN,-117.91,33.77
<1H OCEAN,-117.91,33.76
<1H OCEAN,-117.92,33.76
<1H OCEAN,-117.91,33.75
<1H OCEAN,-117.93,33.74
<1H OCEAN,-117.92,33.74
<1H OCEAN,-117.93,33.73
<1H OCEAN,-117.94,33.74
<1H OCEAN,-117.94,33.73
<1H OCEAN,-117.95,33.74
<1H OCEAN,-117.98,33.7
<1H OCEAN,-117.98,33.71
<1H OCEAN,-117.99,33.71
<1H OCEAN,-117.96,33.68
<1H OCEAN,-117.97,33.68
<1H OCEAN,-117.95,33.69
<1H OCEAN,-117.95,33.68
<1H OCEAN,-117.95,33.67
<1H OCEAN,-117.95,33.66
<1H OCEAN,-117.98,33.65
NEAR OCEAN,-117.98,33.64
<1H OCEAN,-117.97,33.74
<1H OCEAN,-117.97,33.73
<1H OCEAN,-117.96,33.74
<1H OCEAN,-117.96,33.73
<1H OCEAN,-117.97,33.72
<1H OCEAN,-117.95,33.72
<1H OCEAN,-117.96,33.72
<1H OCEAN,-117.93,33.72
<1H OCEAN,-117.92,33.73
<1H OCEAN,-117.92,33.72
<1H OCEAN,-117.96,33.71
<1H OCEAN,-117.95,33.71
<1H OCEAN,-117.94,33.71
<1H OCEAN,-117.93,33.71
<1H OCEAN,-117.94,33.7
<1H OCEAN,-117.95,33.7
<1H OCEAN,-117.98,33.69
<1H OCEAN,-117.97,33.69
<1H OCEAN,-117.96,33.7
<1H OCEAN,-117.96,33.69
<1H OCEAN,-117.97,33.71
<1H OCEAN,-117.99,33.7
<1H OCEAN,-117.99,33.69
<1H OCEAN,-117.97,33.67
<1H OCEAN,-117.97,33.66
<1H OCEAN,-117.96,33.67
<1H OCEAN,-117.96,33.66
<1H OCEAN,-117.96,33.65
<1H OCEAN,-117.97,33.65
NEAR OCEAN,-117.97,33.63
NEAR OCEAN,-117.98,33.61
<1H OCEAN,-117.98,33.73
<1H OCEAN,-117.98,33.72
<1H OCEAN,-117.98,33.67
<1H OCEAN,-117.98,33.66
<1H OCEAN,-117.98,33.68
NEAR OCEAN,-118.01,33.67
NEAR OCEAN,-118.01,33.66
NEAR OCEAN,-118,33.66
NEAR OCEAN,-118.02,33.65
<1H OCEAN,-117.99,33.68
<1H OCEAN,-117.99,33.67
<1H OCEAN,-117.99,33.66
NEAR OCEAN,-118.02,33.62
NEAR OCEAN,-118.05,33.65
<1H OCEAN,-118,33.68
<1H OCEAN,-118,33.67
<1H OCEAN,-118,33.71
<1H OCEAN,-118.02,33.71
<1H OCEAN,-118.02,33.7
<1H OCEAN,-118.02,33.72
<1H OCEAN,-118.01,33.73
<1H OCEAN,-118.02,33.73
<1H OCEAN,-118.03,33.72
<1H OCEAN,-118.04,33.72
<1H OCEAN,-117.99,33.73
<1H OCEAN,-118,33.73
<1H OCEAN,-117.99,33.72
<1H OCEAN,-118.01,33.71
<1H OCEAN,-118.01,33.7
<1H OCEAN,-118.01,33.69
<1H OCEAN,-118.03,33.7
<1H OCEAN,-118.03,33.71
NEAR OCEAN,-118.07,33.67
<1H OCEAN,-118.05,33.72
NEAR OCEAN,-118.09,33.7
<1H OCEAN,-118.04,33.71
NEAR OCEAN,-118.09,33.75
NEAR OCEAN,-118.1,33.74
NEAR OCEAN,-118.11,33.75
NEAR OCEAN,-118.11,33.74
NEAR OCEAN,-118.09,33.74
NEAR OCEAN,-118.11,33.73
NEAR OCEAN,-118.07,33.72
NEAR OCEAN,-118.09,33.71
NEAR OCEAN,-118.06,33.72
NEAR OCEAN,-118.05,33.71
NEAR OCEAN,-118.07,33.73
<1H OCEAN,-118.06,33.73
NEAR OCEAN,-118.08,33.72
<1H OCEAN,-118.05,33.73
<1H OCEAN,-118.09,33.77
<1H OCEAN,-118.08,33.77
<1H OCEAN,-118.08,33.76
<1H OCEAN,-118.09,33.76
<1H OCEAN,-118,33.76
<1H OCEAN,-118.01,33.75
<1H OCEAN,-118,33.75
<1H OCEAN,-118,33.74
<1H OCEAN,-118.02,33.76
<1H OCEAN,-118.02,33.75
<1H OCEAN,-118.03,33.76
<1H OCEAN,-118.04,33.76
<1H OCEAN,-118.04,33.75
<1H OCEAN,-118.04,33.74
<1H OCEAN,-118.02,33.74
<1H OCEAN,-118.01,33.74
<1H OCEAN,-117.98,33.75
<1H OCEAN,-117.99,33.75
<1H OCEAN,-117.98,33.74
<1H OCEAN,-117.99,33.74
<1H OCEAN,-117.99,33.76
<1H OCEAN,-118.02,33.77
<1H OCEAN,-118.01,33.77
<1H OCEAN,-118.01,33.76
<1H OCEAN,-118,33.77
<1H OCEAN,-118.03,33.77
<1H OCEAN,-118.03,33.79
<1H OCEAN,-118.01,33.79
<1H OCEAN,-118.02,33.78
<1H OCEAN,-118.01,33.78
<1H OCEAN,-118.03,33.78
<1H OCEAN,-118.04,33.78
<1H OCEAN,-118.08,33.8
<1H OCEAN,-118.07,33.8
<1H OCEAN,-118.08,33.79
<1H OCEAN,-118.09,33.78
<1H OCEAN,-118.07,33.79
<1H OCEAN,-118.08,33.78
<1H OCEAN,-118.02,33.79
<1H OCEAN,-118.02,33.8
<1H OCEAN,-118.01,33.8
<1H OCEAN,-118.05,33.78
<1H OCEAN,-118.06,33.78
<1H OCEAN,-118.04,33.8
<1H OCEAN,-118.06,33.8
<1H OCEAN,-118.05,33.79
<1H OCEAN,-118.04,33.84
<1H OCEAN,-118.05,33.84
<1H OCEAN,-118.04,33.83
<1H OCEAN,-118.04,33.82
<1H OCEAN,-118.05,33.82
<1H OCEAN,-118.06,33.82
<1H OCEAN,-118.06,33.81
<1H OCEAN,-118.07,33.81
<1H OCEAN,-118.03,33.82
<1H OCEAN,-118.02,33.82
<1H OCEAN,-118.02,33.83
<1H OCEAN,-118.03,33.83
<1H OCEAN,-118.06,33.83
<1H OCEAN,-118.05,33.83
<1H OCEAN,-118.04,33.81
<1H OCEAN,-118.05,33.81
<1H OCEAN,-118.03,33.81
<1H OCEAN,-118.03,33.86
<1H OCEAN,-118.04,33.85
<1H OCEAN,-118.05,33.85
<1H OCEAN,-118.03,33.85
<1H OCEAN,-118.01,33.84
<1H OCEAN,-118.03,33.84
<1H OCEAN,-118.02,33.81
<1H OCEAN,-118.02,33.86
<1H OCEAN,-118.02,33.85
<1H OCEAN,-118.01,33.85
<1H OCEAN,-118,33.85
<1H OCEAN,-118.01,33.86
<1H OCEAN,-118.02,33.84
<1H OCEAN,-117.99,33.86
<1H OCEAN,-117.99,33.85
<1H OCEAN,-118,33.86
<1H OCEAN,-118,33.84
<1H OCEAN,-118.01,33.87
<1H OCEAN,-118,33.88
<1H OCEAN,-118.01,33.88
<1H OCEAN,-117.99,33.88
<1H OCEAN,-117.99,33.87
<1H OCEAN,-118,33.87
<1H OCEAN,-117.98,33.89
<1H OCEAN,-117.99,33.89
<1H OCEAN,-117.97,33.89
<1H OCEAN,-117.97,33.88
INLAND,-120.1,39.17
INLAND,-120.06,39.09
INLAND,-120.06,39.15
INLAND,-120.2,39.12
INLAND,-120.18,39.14
INLAND,-120.16,39.14
INLAND,-120.18,39.17
INLAND,-120.15,39.17
INLAND,-120.15,39.15
INLAND,-120.15,39.2
INLAND,-120.12,39.18
INLAND,-120.1,39.19
INLAND,-120.1,39.2
INLAND,-120.11,39.21
INLAND,-120.11,39.24
INLAND,-120.08,39.23
INLAND,-120.07,39.24
INLAND,-120.06,39.25
INLAND,-120.04,39.24
INLAND,-120.04,39.27
INLAND,-120.02,39.24
INLAND,-120.01,39.26
INLAND,-120.91,38.98
INLAND,-120.81,39.02
INLAND,-120.69,39.12
INLAND,-120.83,39.02
INLAND,-121.06,38.91
INLAND,-121.08,38.9
INLAND,-121.06,38.88
INLAND,-121.08,38.89
INLAND,-121.07,38.9
INLAND,-121.15,38.89
INLAND,-121.12,38.86
INLAND,-121.13,38.87
INLAND,-121.15,38.91
INLAND,-121.08,38.85
INLAND,-121.16,38.74
INLAND,-121.14,38.77
INLAND,-121.16,38.75
INLAND,-121.14,38.84
INLAND,-121.14,38.82
INLAND,-121.15,38.8
INLAND,-121.18,38.78
INLAND,-121.18,38.8
INLAND,-121.21,38.76
INLAND,-121.21,38.75
INLAND,-121.17,38.76
INLAND,-121.2,38.73
INLAND,-121.18,38.73
INLAND,-121.18,38.75
INLAND,-121.24,38.75
INLAND,-121.24,38.72
INLAND,-121.27,38.74
INLAND,-121.26,38.73
INLAND,-121.26,38.74
INLAND,-121.28,38.73
INLAND,-121.27,38.72
INLAND,-121.25,38.72
INLAND,-121.27,38.75
INLAND,-121.28,38.74
INLAND,-121.3,38.73
INLAND,-121.36,38.73
INLAND,-121.32,38.74
INLAND,-121.31,38.75
INLAND,-121.3,38.75
INLAND,-121.28,38.75
INLAND,-121.3,38.74
INLAND,-121.33,38.77
INLAND,-121.28,38.76
INLAND,-121.29,38.76
INLAND,-121.28,38.77
INLAND,-121.28,38.8
INLAND,-121.24,38.78
INLAND,-121.23,38.78
INLAND,-121.22,38.78
INLAND,-121.24,38.82
INLAND,-121.25,38.8
INLAND,-121.24,38.79
INLAND,-121.23,38.79
INLAND,-121.22,38.8
INLAND,-121.19,38.87
INLAND,-121.21,38.83
INLAND,-121.19,38.85
INLAND,-121.18,38.83
INLAND,-121.39,38.85
INLAND,-121.3,39
INLAND,-121.31,38.97
INLAND,-121.22,38.92
INLAND,-121.27,38.87
INLAND,-121.29,38.9
INLAND,-121.28,38.9
INLAND,-121.29,38.89
INLAND,-121.3,38.89
INLAND,-121.32,38.89
INLAND,-121.14,38.92
INLAND,-121.1,38.92
INLAND,-121.11,38.91
INLAND,-121.1,38.94
INLAND,-121.07,38.92
INLAND,-121.05,38.92
INLAND,-121.15,39
INLAND,-121.19,38.95
INLAND,-121.11,38.95
INLAND,-121.1,38.95
INLAND,-121.06,38.98
INLAND,-121.05,38.97
INLAND,-121.09,38.97
INLAND,-121.1,39
INLAND,-121.08,38.95
INLAND,-121.08,38.93
INLAND,-121.07,38.94
INLAND,-121.04,38.95
INLAND,-120.99,39.04
INLAND,-120.98,38.99
INLAND,-121.04,39
INLAND,-121.02,39.01
INLAND,-121,39
INLAND,-120.87,39.18
INLAND,-120.87,39.15
INLAND,-120.58,39.27
INLAND,-120.33,39.3
INLAND,-120.18,39.28
INLAND,-120.22,39.2
INLAND,-120.96,39.12
INLAND,-120.98,39.08
INLAND,-120.94,39.05
INLAND,-120.98,39.93
INLAND,-120.95,39.93
INLAND,-120.93,39.9
INLAND,-120.9,39.93
INLAND,-120.9,39.95
INLAND,-120.93,39.96
INLAND,-120.92,40.02
INLAND,-120.74,39.9
INLAND,-120.57,39.78
INLAND,-120.66,39.72
INLAND,-120.74,39.82
INLAND,-121,39.75
INLAND,-121.14,39.86
INLAND,-120.53,39.79
INLAND,-120.48,39.78
INLAND,-120.45,39.8
INLAND,-120.46,39.83
INLAND,-120.38,39.82
INLAND,-120.15,39.8
INLAND,-120.94,40.17
INLAND,-120.91,40.08
INLAND,-120.94,40.14
INLAND,-121.23,40.01
INLAND,-120.71,40.13
INLAND,-121.25,40.27
INLAND,-121.24,40.31
INLAND,-121.23,40.29
INLAND,-121.19,40.23
INLAND,-121.08,40.19
INLAND,-121.06,40.23
INLAND,-121.09,40.3
INLAND,-121.14,40.29
INLAND,-121.15,40.25
INLAND,-117.35,34
INLAND,-117.36,33.99
INLAND,-117.37,34
INLAND,-117.36,34
INLAND,-117.37,34.01
INLAND,-117.38,34
INLAND,-117.38,33.99
INLAND,-117.38,33.98
INLAND,-117.39,33.98
INLAND,-117.41,33.97
INLAND,-117.37,33.98
INLAND,-117.38,33.97
INLAND,-117.37,33.99
INLAND,-117.36,33.98
INLAND,-117.37,33.97
INLAND,-117.35,33.99
INLAND,-117.35,33.98
INLAND,-117.35,33.97
INLAND,-117.36,33.97
INLAND,-117.37,33.96
INLAND,-117.35,33.96
INLAND,-117.35,33.95
INLAND,-117.37,33.94
INLAND,-117.36,33.92
INLAND,-117.39,33.97
INLAND,-117.39,33.96
INLAND,-117.4,33.96
INLAND,-117.4,33.97
INLAND,-117.41,33.96
INLAND,-117.44,33.96
INLAND,-117.43,33.96
INLAND,-117.44,33.95
INLAND,-117.4,33.95
INLAND,-117.41,33.95
INLAND,-117.42,33.95
INLAND,-117.42,33.96
INLAND,-117.38,33.96
INLAND,-117.39,33.95
INLAND,-117.37,33.95
INLAND,-117.38,33.94
INLAND,-117.39,33.93
INLAND,-117.4,33.94
INLAND,-117.4,33.93
INLAND,-117.41,33.93
INLAND,-117.41,33.94
INLAND,-117.42,33.93
INLAND,-117.42,33.94
INLAND,-117.43,33.95
INLAND,-117.43,33.93
INLAND,-117.44,33.93
INLAND,-117.45,33.94
INLAND,-117.44,33.94
INLAND,-117.45,33.93
INLAND,-117.44,33.92
INLAND,-117.45,33.91
INLAND,-117.45,33.92
INLAND,-117.39,33.92
INLAND,-117.4,33.9
INLAND,-117.44,33.9
INLAND,-117.43,33.91
INLAND,-117.42,33.89
INLAND,-117.4,34.01
INLAND,-117.41,34.01
INLAND,-117.43,34.02
INLAND,-117.42,34.02
INLAND,-117.4,34
INLAND,-117.41,34
INLAND,-117.43,33.98
INLAND,-117.42,33.98
INLAND,-117.45,34.01
INLAND,-117.43,34.01
INLAND,-117.42,34
INLAND,-117.43,33.99
INLAND,-117.44,33.99
INLAND,-117.5,34
INLAND,-117.49,33.99
INLAND,-117.48,33.98
INLAND,-117.49,33.98
INLAND,-117.5,33.98
INLAND,-117.47,33.98
INLAND,-117.48,34.01
INLAND,-117.49,34.02
INLAND,-117.51,34.02
INLAND,-117.48,34
INLAND,-117.51,34
INLAND,-117.52,33.99
INLAND,-117.53,33.97
INLAND,-117.51,33.97
INLAND,-117.53,34.02
INLAND,-117.6,33.94
INLAND,-117.55,34
INLAND,-117.53,33.94
INLAND,-117.55,33.94
INLAND,-117.56,33.94
INLAND,-117.57,33.93
INLAND,-117.55,33.95
INLAND,-117.59,33.91
INLAND,-117.57,33.9
INLAND,-117.56,33.89
INLAND,-117.55,33.89
INLAND,-117.52,33.89
INLAND,-117.6,33.91
INLAND,-117.55,33.93
INLAND,-117.55,33.92
INLAND,-117.55,33.9
INLAND,-117.53,33.92
INLAND,-117.58,33.92
INLAND,-117.57,33.91
INLAND,-117.59,33.93
INLAND,-117.5,33.93
INLAND,-117.49,33.91
INLAND,-117.5,33.92
INLAND,-117.51,33.95
INLAND,-117.46,33.95
INLAND,-117.47,33.95
INLAND,-117.5,33.96
INLAND,-117.5,33.95
INLAND,-117.46,33.94
INLAND,-117.47,33.94
INLAND,-117.48,33.94
INLAND,-117.49,33.94
INLAND,-117.46,33.93
INLAND,-117.46,33.92
INLAND,-117.47,33.93
INLAND,-117.48,33.93
INLAND,-117.47,33.92
INLAND,-117.49,33.93
INLAND,-117.47,33.91
INLAND,-117.46,33.9
INLAND,-117.48,33.89
INLAND,-117.49,33.9
INLAND,-117.48,33.91
INLAND,-117.44,33.88
INLAND,-117.51,33.89
INLAND,-117.51,33.88
INLAND,-117.52,33.88
INLAND,-117.53,33.88
INLAND,-117.5,33.87
INLAND,-117.56,33.88
INLAND,-117.58,33.89
INLAND,-117.55,33.88
INLAND,-117.57,33.87
INLAND,-117.57,33.88
INLAND,-117.58,33.87
INLAND,-117.59,33.88
INLAND,-117.58,33.88
INLAND,-117.55,33.85
INLAND,-117.56,33.83
INLAND,-117.58,33.85
INLAND,-117.54,33.82
INLAND,-117.55,33.83
<1H OCEAN,-117.6,33.85
INLAND,-117.56,33.86
INLAND,-117.55,33.87
<1H OCEAN,-117.64,33.88
INLAND,-117.6,33.87
INLAND,-117.6,33.86
<1H OCEAN,-117.64,33.87
INLAND,-117.52,33.84
INLAND,-117.52,33.83
INLAND,-117.53,33.83
<1H OCEAN,-117.54,33.76
INLAND,-117.52,33.82
INLAND,-117.36,33.88
INLAND,-117.33,33.9
INLAND,-117.34,33.89
INLAND,-117.38,33.89
INLAND,-117.26,33.86
INLAND,-117.33,33.87
INLAND,-117.3,33.85
INLAND,-117.28,33.85
INLAND,-117.43,33.81
INLAND,-117.4,33.76
INLAND,-117.4,33.85
INLAND,-117.26,33.84
INLAND,-117.32,33.87
INLAND,-117.28,33.89
INLAND,-117.34,33.96
INLAND,-117.32,33.96
INLAND,-117.34,33.94
INLAND,-117.31,33.94
INLAND,-117.33,33.98
INLAND,-117.33,33.97
INLAND,-117.34,34
INLAND,-117.34,33.98
INLAND,-117.32,33.99
INLAND,-117.31,33.97
INLAND,-117.29,33.97
INLAND,-117.35,34.01
INLAND,-117.34,34.02
INLAND,-117.32,34.01
INLAND,-117.24,33.95
INLAND,-117.23,33.94
INLAND,-117.25,33.95
INLAND,-117.23,33.96
INLAND,-117.21,33.95
INLAND,-117.14,33.94
INLAND,-117.21,33.97
INLAND,-117.28,33.94
INLAND,-117.28,33.92
INLAND,-117.27,33.92
INLAND,-117.27,33.93
INLAND,-117.24,33.94
INLAND,-117.24,33.93
INLAND,-117.25,33.93
INLAND,-117.25,33.92
INLAND,-117.23,33.91
INLAND,-117.23,33.89
INLAND,-117.22,33.93
INLAND,-117.22,33.92
INLAND,-117.21,33.93
INLAND,-117.16,33.92
INLAND,-117.22,33.9
INLAND,-117.13,33.89
INLAND,-117.19,33.9
INLAND,-117.22,33.87
INLAND,-117.24,33.85
INLAND,-117.17,33.83
INLAND,-117.2,33.83
INLAND,-117.23,33.83
INLAND,-117.21,33.82
INLAND,-117.22,33.81
<1H OCEAN,-117.21,33.71
<1H OCEAN,-117.2,33.72
<1H OCEAN,-117.2,33.71
<1H OCEAN,-117.2,33.7
<1H OCEAN,-117.19,33.7
<1H OCEAN,-117.19,33.69
<1H OCEAN,-117.27,33.68
<1H OCEAN,-117.25,33.7
<1H OCEAN,-117.23,33.68
<1H OCEAN,-117.22,33.66
<1H OCEAN,-117.17,33.66
INLAND,-117.07,33.67
INLAND,-117.11,33.83
INLAND,-117.11,33.78
INLAND,-117.08,33.82
INLAND,-117.18,33.78
INLAND,-117.11,33.75
INLAND,-117.16,33.76
<1H OCEAN,-117.22,33.74
INLAND,-117.06,33.78
INLAND,-117.14,33.81
INLAND,-117.22,33.8
INLAND,-117.09,33.71
INLAND,-117.07,33.72
INLAND,-117.11,33.74
INLAND,-117.15,33.7
INLAND,-117.16,33.73
INLAND,-117.23,33.79
INLAND,-117.23,33.78
INLAND,-117.23,33.77
INLAND,-117.29,33.83
INLAND,-117.32,33.8
INLAND,-117.26,33.81
INLAND,-117.24,33.77
<1H OCEAN,-117.31,33.75
<1H OCEAN,-117.27,33.77
<1H OCEAN,-117.29,33.72
<1H OCEAN,-117.28,33.72
<1H OCEAN,-117.39,33.69
<1H OCEAN,-117.37,33.7
<1H OCEAN,-117.34,33.71
<1H OCEAN,-117.31,33.67
<1H OCEAN,-117.35,33.69
<1H OCEAN,-117.33,33.67
<1H OCEAN,-117.35,33.68
<1H OCEAN,-117.38,33.67
<1H OCEAN,-117.35,33.64
<1H OCEAN,-117.29,33.63
<1H OCEAN,-117.28,33.66
<1H OCEAN,-117.43,33.55
<1H OCEAN,-117.36,33.6
<1H OCEAN,-117.25,33.65
<1H OCEAN,-117.19,33.64
<1H OCEAN,-117.21,33.61
<1H OCEAN,-117.2,33.58
<1H OCEAN,-117.16,33.61
<1H OCEAN,-117.12,33.61
<1H OCEAN,-117.16,33.57
<1H OCEAN,-117.16,33.54
<1H OCEAN,-117.05,33.52
INLAND,-116.96,33.52
<1H OCEAN,-117.1,33.56
INLAND,-117.02,33.6
INLAND,-116.96,33.62
<1H OCEAN,-117.22,33.48
<1H OCEAN,-117.19,33.53
<1H OCEAN,-117.18,33.51
<1H OCEAN,-117.12,33.49
<1H OCEAN,-117.12,33.52
<1H OCEAN,-117.15,33.45
<1H OCEAN,-116.99,33.46
<1H OCEAN,-117.23,33.57
<1H OCEAN,-117.27,33.55
<1H OCEAN,-117.32,33.51
INLAND,-117.02,33.71
INLAND,-116.91,33.71
INLAND,-116.89,33.73
INLAND,-116.95,33.68
INLAND,-116.9,33.65
INLAND,-116.92,33.63
INLAND,-116.99,33.73
INLAND,-116.9,33.74
INLAND,-116.95,33.75
INLAND,-116.93,33.75
INLAND,-116.93,33.74
INLAND,-116.95,33.74
INLAND,-116.96,33.73
INLAND,-116.95,33.73
INLAND,-116.94,33.74
INLAND,-116.94,33.73
INLAND,-116.93,33.73
INLAND,-116.96,33.75
INLAND,-116.97,33.74
INLAND,-116.97,33.75
INLAND,-116.99,33.75
INLAND,-116.98,33.74
INLAND,-116.96,33.74
INLAND,-116.94,33.77
INLAND,-117.01,33.75
INLAND,-116.95,33.76
INLAND,-116.98,33.77
INLAND,-116.99,33.76
INLAND,-117,33.74
INLAND,-117.02,33.73
INLAND,-116.99,33.77
INLAND,-117.02,33.76
INLAND,-116.98,33.83
INLAND,-117.02,33.81
INLAND,-116.95,33.79
INLAND,-116.96,33.79
INLAND,-116.97,33.78
INLAND,-116.95,33.78
INLAND,-116.89,33.79
INLAND,-116.87,33.76
INLAND,-116.88,33.74
INLAND,-116.89,33.75
INLAND,-116.91,33.75
INLAND,-116.86,33.73
INLAND,-117.04,34
INLAND,-117.06,34
INLAND,-116.99,33.99
INLAND,-117.01,33.97
INLAND,-116.95,33.97
INLAND,-116.97,33.96
INLAND,-117.11,33.98
INLAND,-117.02,33.95
INLAND,-117.03,33.89
INLAND,-116.96,33.94
INLAND,-116.99,33.92
INLAND,-116.86,33.97
INLAND,-116.79,33.99
INLAND,-116.77,33.92
INLAND,-116.81,33.9
INLAND,-116.89,33.86
INLAND,-116.95,33.86
INLAND,-116.86,33.84
INLAND,-116.98,33.94
INLAND,-116.98,33.93
INLAND,-116.97,33.94
INLAND,-116.97,33.93
INLAND,-116.9,33.98
INLAND,-116.93,33.93
INLAND,-116.89,33.93
INLAND,-116.88,33.93
INLAND,-116.9,33.93
INLAND,-116.91,34
INLAND,-116.87,33.94
INLAND,-116.87,33.93
INLAND,-116.87,33.91
INLAND,-116.89,33.92
INLAND,-116.75,33.83
INLAND,-116.8,33.8
INLAND,-116.71,33.75
INLAND,-116.68,33.71
INLAND,-116.74,33.62
INLAND,-116.8,33.52
INLAND,-116.89,33.48
INLAND,-116.87,33.57
INLAND,-116.72,33.56
INLAND,-116.48,33.61
INLAND,-116.57,33.64
INLAND,-116.76,33.46
INLAND,-116.42,33.51
INLAND,-116.6,33.49
INLAND,-116.69,33.5
INLAND,-116.39,33.82
INLAND,-116.71,33.94
INLAND,-116.51,33.89
INLAND,-116.61,33.93
INLAND,-116.57,33.94
INLAND,-116.57,34
INLAND,-116.44,33.93
INLAND,-116.36,33.88
INLAND,-116.52,33.97
INLAND,-116.51,33.96
INLAND,-116.53,33.95
INLAND,-116.5,33.95
INLAND,-116.51,33.94
INLAND,-116.48,33.96
INLAND,-116.47,33.94
INLAND,-116.48,33.94
INLAND,-116.5,33.98
INLAND,-116.51,33.84
INLAND,-116.63,33.89
INLAND,-116.52,33.84
INLAND,-116.54,33.87
INLAND,-116.57,33.84
INLAND,-116.53,33.85
INLAND,-116.55,33.84
INLAND,-116.53,33.84
INLAND,-116.52,33.85
INLAND,-116.5,33.82
INLAND,-116.49,33.82
INLAND,-116.52,33.82
INLAND,-116.54,33.82
INLAND,-116.56,33.83
INLAND,-116.48,33.8
INLAND,-116.5,33.81
INLAND,-116.52,33.81
INLAND,-116.54,33.81
INLAND,-116.49,33.8
INLAND,-116.54,33.8
INLAND,-116.57,33.76
INLAND,-116.5,33.69
INLAND,-116.54,33.79
INLAND,-116.53,33.78
INLAND,-116.53,33.88
INLAND,-116.48,33.84
INLAND,-116.48,33.79
INLAND,-116.47,33.84
INLAND,-116.46,33.82
INLAND,-116.47,33.81
INLAND,-116.46,33.79
INLAND,-116.43,33.81
INLAND,-116.42,33.79
INLAND,-116.43,33.78
INLAND,-116.45,33.78
